Respondent_ID,Gender,Age_Group,Education,Experience,Organization_Size,IT_Subsector,Role_Level,GHRM1,GHRM2,GHRM3,GHRM4,GHRM5,GHRM6,GHRM7,GHRM8,GHRM9,GHRM10,GHRM11,GHRM12,GHRM13,GHRM14,GHRM15,GHRM16,GHRM17,GHRM18,EGB1,EGB2,EGB3,EGB4,EGB5,EGB6,EGB7,EGB8,EGB9,EGB10,EGB11,EGB12,GOC1,GOC2,GOC3,GOC4,GOC5,GOC6,GOC7,GOC8,EK1,EK2,EK3,EK4,EK5,EK6,SO1,SO2,SO3,SO4,SO5,SO6,SO7,SO8,SO9,SO10
R0351,Female,26-30,Master's,>15 yrs,Small (<500),IT Services/ITES,Entry-level,3,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,4,3,3,1,1,2,2,3,3,2,2,2,2,2,1,2,2,4,5,4,5,4,4,5,3,4,4
R0352,Female,26-30,Bachelor's,11-15 yrs,Medium (500-2000),AI/ML Firms,Senior/Managerial,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,3,4,4,4,4,4,5,3,4,4,5,4,4,5,3,3,4,3,2,3,3,3,1,3,4,3,3,4,4,4,4,4,4
R0353,Male,31-35,Bachelor's,6-10 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,2,2,2,3,3,3,3,1,3,2,2,3,3,2,2,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,3,4,3,4,3,3,3,4,4,4,5,4,5,5,4,4,4,4,4
R0354,Male,36-40,Doctorate,2-5 yrs,Medium (500-2000),AI/ML Firms,Senior/Managerial,4,5,5,5,4,4,4,5,5,4,5,5,5,5,5,4,4,5,4,5,4,4,5,5,5,5,5,4,5,4,2,1,2,2,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0355,Female,31-35,Bachelor's,11-15 yrs,Small (<500),Digital Enterprises,Mid-level,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,4,3,4,3,4,4,4,3,5,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
R0356,Male,41-45,Bachelor's,6-10 yrs,Large (>2000),AI/ML Firms,Senior/Managerial,4,4,4,3,4,4,4,4,5,3,4,4,4,4,4,4,4,4,3,3,2,3,3,2,3,3,4,3,2,2,2,2,4,4,2,1,2,3,5,5,4,4,5,4,3,3,2,2,2,2,2,3,3,3
R0357,Female,26-30,Master's,2-5 yrs,Large (>2000),AI/ML Firms,Senior/Managerial,4,3,4,4,5,4,4,5,4,3,4,4,4,3,4,4,4,5,3,2,3,3,3,3,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,2,4,3,3,2,2
R0358,Female,31-35,Master's,<2 yrs,Large (>2000),AI/ML Firms,Mid-level,4,4,4,3,4,4,4,3,4,4,4,4,5,3,3,4,5,3,4,4,4,3,5,5,5,3,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,3,3,3,4,5,4,4,4,4,4,4,4,5
R0359,Female,31-35,Master's,6-10 yrs,Small (<500),IT Services/ITES,Senior/Managerial,3,2,2,1,3,2,3,2,2,3,1,2,2,3,1,2,2,2,3,4,4,3,3,3,3,3,4,3,4,3,3,3,3,4,3,4,4,3,5,4,4,4,4,5,5,4,4,5,5,4,5,4,5,4
R0360,Male,31-35,Master's,6-10 yrs,Small (<500),IT Services/ITES,Mid-level,3,4,3,3,3,4,3,3,2,4,3,3,3,3,3,3,2,3,1,2,1,2,1,2,2,2,2,1,1,2,3,3,4,3,3,3,4,4,3,2,2,2,3,3,1,1,1,2,1,1,2,1,1,1
R0361,Male,31-35,Bachelor's,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,3,3,3,3,4,4,3,3,4,2,3,3,4,4,3,4,4,4,3,4,3,3,2,3,3,3,3,3,3,2,5,4,3,3,4,4,5,4,3,3,4,3,3,3,4,4,4,4,5,4,4,3,4,3
R0362,Female,31-35,Bachelor's,>15 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,5,4,4,5,4,4,4,5,4,5,4,3,4,4,3,4,3,4,4,4,4,3,3,3,4,5,3,3,4,4,4,5,4,5,4,5,5,5,1,1,1,1,1,1,3,3,3,2,3,3,3,2,3,2
R0363,Female,36-40,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,3,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,1,1,1,1,1,4,3,3,2,3,4,4,4,4,4
R0364,Male,36-40,Bachelor's,2-5 yrs,Small (<500),Software Products,Entry-level,3,2,1,2,1,2,2,1,2,1,3,1,2,1,2,1,2,1,2,3,2,2,2,2,2,1,3,2,2,2,1,2,3,1,2,1,2,3,4,4,5,5,5,4,2,3,3,3,2,2,2,2,3,2
R0365,Male,46+,Doctorate,2-5 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,3,3,4,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,4,3,3,3,2,4,4,3,3,3,4,5,5,5,5,5,5,5,3,2,2,3,3,2,4,3,3,3,3,3,2,3,3,2
R0366,Female,41-45,Bachelor's,6-10 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,5,5,4,4,5,5,5,4,5,5
R0367,Male,31-35,Master's,<2 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,3,3,4,4,3,4,4,4,4,4,5,4,4,4,1,1,1,1,2,1,2,1,3,1,1,2,1,1,4,3,4,3,3,4,4,4,3,4
R0368,Male,36-40,Doctorate,6-10 yrs,Medium (500-2000),IT Services/ITES,Mid-level,3,2,2,1,3,2,2,3,2,3,2,2,3,2,2,2,2,2,4,4,4,4,4,4,3,4,4,5,4,4,3,4,4,4,4,4,5,4,1,2,1,1,1,1,3,3,3,4,3,3,3,4,3,3
R0369,Female,31-35,Bachelor's,2-5 yrs,Small (<500),Digital Enterprises,Senior/Managerial,4,4,4,4,4,3,4,4,5,3,4,4,3,4,4,5,3,4,5,5,5,5,5,4,4,5,4,5,4,5,5,4,5,5,5,5,4,5,4,5,4,3,4,3,3,3,3,3,4,2,3,4,3,3
R0370,Male,31-35,Master's,2-5 yrs,Small (<500),IT Services/ITES,Entry-level,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,2,3,2,4,3,3,4,3,3,3,3,4,2,2,2,2,2,2,2,1,4,3,3,3,3,3,4,4,4,5,4,5,5,5,5,5
R0371,Male,21-25,Master's,2-5 yrs,Large (>2000),Digital Enterprises,Entry-level,4,3,4,4,3,4,4,3,4,2,2,3,2,3,4,4,3,3,3,3,4,2,4,3,3,3,3,4,3,3,5,4,4,4,3,4,3,4,4,4,5,4,5,3,4,4,4,4,4,4,5,5,5,3
R0372,Male,26-30,Master's,2-5 yrs,Medium (500-2000),AI/ML Firms,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5
R0373,Male,41-45,Master's,6-10 yrs,Small (<500),Software Products,Mid-level,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,3,3,3,4,3,3,4,3,4,4
R0374,Male,36-40,Bachelor's,2-5 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,4,5,4,5,5,5,4,4,5,5,5,4,5,5,4,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,5,5,5,5,4,3,4,4,4,4,5,4,5,5,5,5,5,4,5,5
R0375,Male,21-25,Doctorate,6-10 yrs,Small (<500),Digital Enterprises,Entry-level,5,4,4,4,5,5,5,4,4,5,4,4,4,4,4,5,4,5,5,4,5,4,5,5,5,4,5,5,5,5,2,2,2,2,3,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0376,Male,31-35,Master's,6-10 yrs,Large (>2000),AI/ML Firms,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,2,2,5,5,5,5,5,5,5,5,5,5
R0377,Female,26-30,Bachelor's,>15 yrs,Large (>2000),Software Products,Leadership,3,4,3,3,4,4,3,3,4,2,3,3,2,3,2,3,3,3,5,5,4,5,5,5,5,5,4,5,5,5,3,3,3,3,4,3,3,3,3,4,3,4,4,2,5,5,5,4,4,4,4,4,4,5
R0378,Male,36-40,Master's,6-10 yrs,Medium (500-2000),IT Services/ITES,Entry-level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,4,4,4,4,4,5,4,4,2,2,2,2,2,2,3,3,4,4,4,5,5,5,3,4,3,3,2,2,3,2,3,3
R0379,Female,21-25,Bachelor's,<2 yrs,Large (>2000),Software Products,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0380,Female,31-35,Bachelor's,6-10 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,4,2,3,4,3,3,3,2,2,2,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,5,5,5,5,5,5,5,5,1,1,2,2,2,1,5,5,5,5,5,5,5,5,5,5
R0381,Female,36-40,Bachelor's,<2 yrs,Large (>2000),Software Products,Mid-level,4,4,4,3,5,4,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,5,4,4,3,5,4,4,4,5,5,5,5,5,5,5,5,3,3,4,4,3,4,2,3,2,2,2,2,2,3,2,2
R0382,Male,31-35,Master's,6-10 yrs,Medium (500-2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0383,Male,26-30,Bachelor's,2-5 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,1,2,3,2,1,2,3,4,4,3,1,3,3,3,3,4,4,4,4,3,2,1,2,1,1,2,2,1,1,2
R0384,Female,36-40,Master's,>15 yrs,Large (>2000),IT Services/ITES,Mid-level,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,4,4,5,4,3,3,4,3,5,4,4,4,4,4,2,4,3,2,3,2,3,4,3,4
R0385,Male,36-40,Master's,6-10 yrs,Medium (500-2000),Software Products,Senior/Managerial,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,3,3,2,3,3,2,3,4,4,4,4,3,5,4,4,5,2,2,3,3,2,3,4,3,4,4,4,3,4,3,4,2
R0386,Female,26-30,Master's,11-15 yrs,Small (<500),AI/ML Firms,Mid-level,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,3,4,4,4,3,3,2,3,2,3,1,2,2,2,2,2,2,2,2,2
R0387,Female,26-30,Master's,6-10 yrs,Small (<500),AI/ML Firms,Entry-level,5,4,4,4,5,4,4,5,3,4,5,4,4,4,5,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,4,5,5,3,5,5,5,4,5,4,4,5,4,4,5,4,4,5,5,5,5,5,5,5
R0388,Male,31-35,Bachelor's,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,4,5,4,4,5,4,4,4,4,3,5,4,4,5,4,4,5,3,4,3,3,4,3,3,3,3,3,4,3,3,5,5,4,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,5,4,3,4,4
R0389,Male,26-30,Master's,2-5 yrs,Small (<500),Digital Enterprises,Mid-level,4,4,5,4,4,4,4,4,4,5,5,4,4,3,4,4,3,4,2,3,2,3,3,3,3,2,3,3,2,2,4,3,4,4,4,4,4,4,4,4,3,5,4,4,4,4,5,4,3,4,5,4,4,3
R0390,Female,26-30,Bachelor's,2-5 yrs,Medium (500-2000),AI/ML Firms,Senior/Managerial,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,3,3,4,4,4,3,3,4,3,4,3,3,3,2,2,2,3,2,2,2,3,4,5,2,4,3,3,3,2,3,3,2,4,3,3,2
R0391,Male,31-35,Bachelor's,11-15 yrs,Medium (500-2000),Software Products,Senior/Managerial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,4,4,5,5,3,4,4,3,2,3,2,3,1,2,2,1,2,2,2,2,2,4,4,5,4,5,4,4,4,5,4
R0392,Female,31-35,Master's,11-15 yrs,Small (<500),Software Products,Mid-level,5,4,3,3,3,3,3,4,3,3,3,4,3,4,4,3,4,4,5,4,4,4,4,4,3,5,5,5,4,3,5,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,3,5,4,5
R0393,Female,36-40,Bachelor's,2-5 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,3,2,2,3,3,2,2,2,2,3,2,2,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,5,3,5,5,5,5,5,5,4,4,3,4,5,4,5,5,4,3
R0394,Male,46+,Bachelor's,6-10 yrs,Small (<500),AI/ML Firms,Mid-level,5,4,5,5,5,4,4,4,3,4,5,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,4,4,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5
R0395,Male,36-40,Master's,2-5 yrs,Small (<500),Digital Enterprises,Senior/Managerial,4,5,5,5,4,5,5,3,5,5,4,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5
R0396,Female,21-25,Master's,6-10 yrs,Small (<500),Software Products,Mid-level,4,3,3,4,4,4,4,4,5,3,4,3,4,3,4,4,3,3,2,3,2,3,2,2,2,3,2,3,2,2,3,4,3,3,3,3,3,4,2,3,3,4,2,2,4,5,4,4,3,5,4,4,5,4
R0397,Male,26-30,Bachelor's,11-15 yrs,Large (>2000),Software Products,Mid-level,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,3,3,4,4,3,2,4,4,3,3,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,3,4,4,3,3,3
R0398,Female,26-30,Master's,2-5 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,4,4,3,3,4,4,4,4,5,3,4,4,4,3,4,4
R0399,Male,31-35,Master's,2-5 yrs,Small (<500),Digital Enterprises,Leadership,5,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,4,5,4,2,4,4,4,2,3,3,2,2,3,2,2,2,2,1,2,1,3,3,5,5,5,4,5,4,3,3,3,4,4,4,3,3,3,2
R0400,Female,31-35,Doctorate,6-10 yrs,Small (<500),IT Services/ITES,Mid-level,2,3,2,2,3,3,2,2,3,3,2,3,3,3,2,3,2,3,1,1,1,2,1,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,1,3,2,2,1,2,2,2,2
R0401,Female,46+,Bachelor's,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,4,4,4,3,3,3,4,4,4,3,3,4,3,3,3,4,3,3,3,4,4,3,4,5,5,5,4,4,5,4,4,5,4
R0402,Male,31-35,Master's,<2 yrs,Large (>2000),Digital Enterprises,Senior/Managerial,3,3,4,3,4,4,5,4,4,4,3,3,3,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,4,2,1,2,2,2,2,2,1,5,5,4,5,5,5,5,5,5,4,4,4,5,4,4,5
R0403,Female,21-25,Master's,2-5 yrs,Medium (500-2000),IT Services/ITES,Mid-level,4,4,5,5,5,5,5,4,5,4,4,5,4,4,5,5,5,5,3,3,3,2,3,2,2,2,3,2,1,2,2,2,3,3,2,2,3,3,2,1,1,1,1,2,3,3,4,5,3,4,4,3,4,3
R0404,Female,31-35,Bachelor's,6-10 yrs,Medium (500-2000),AI/ML Firms,Senior/Managerial,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,3,3,2,3,3,4,3,3,2,2,2,2,2,2,1,2,5,5,5,5,5,5,5,4,5,3,4,4,4,5,5,5
R0405,Female,26-30,Master's,>15 yrs,Medium (500-2000),Digital Enterprises,Entry-level,5,4,4,5,4,5,5,4,4,5,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,3,5,3,4,5,5,5,5,5,5,5,5,5,5
R0406,Male,26-30,Bachelor's,11-15 yrs,Small (<500),Software Products,Entry-level,4,3,3,4,3,2,3,3,3,3,3,4,3,4,3,3,3,4,2,3,2,3,2,3,3,3,2,3,2,3,4,3,4,4,3,3,4,3,3,5,5,5,5,5,2,4,4,4,3,4,3,3,3,4
R0407,Male,26-30,Bachelor's,6-10 yrs,Medium (500-2000),Software Products,Entry-level,2,4,3,3,3,3,4,4,3,2,3,3,4,3,4,4,5,3,3,2,1,1,3,3,1,2,2,1,2,2,3,3,3,3,3,3,3,4,2,2,2,2,2,3,3,3,2,1,2,2,2,2,2,3
R0408,Female,26-30,Bachelor's,11-15 yrs,Medium (500-2000),Digital Enterprises,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,2,3,4,3,2,2,5,5,5,5,5,5,5,5,5,5
R0409,Male,26-30,Master's,6-10 yrs,Large (>2000),IT Services/ITES,Senior/Managerial,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,2,4,3,3,3,3,4,3,4,4,4,2,2,4,4,3,4,4,4,2,4,3,3,3,3,3,2,3,3,2,2,2
R0410,Female,31-35,Master's,6-10 yrs,Small (<500),Software Products,Senior/Managerial,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,3,2,3,4,4,4,4,3,4,3,4,3,3,4,3,3,3,3,3,1,2,3,2,3,2,2
R0411,Male,36-40,Bachelor's,2-5 yrs,Small (<500),IT Services/ITES,Entry-level,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,4,5,4,3,3,4,3,3,4,3,4,3,1,2,1,1,1,2,2,1,1,1
R0412,Female,41-45,Master's,2-5 yrs,Medium (500-2000),IT Services/ITES,Entry-level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,4,4,3,4,5,4,5,4,5,5,1,1,1,1,1,1,1,2,1,1
R0413,Female,26-30,Bachelor's,6-10 yrs,Large (>2000),Software Products,Mid-level,3,2,2,3,2,2,3,2,3,2,3,2,2,3,3,2,3,3,5,4,4,4,4,5,4,4,3,5,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,3,2,3,2,3,1,2
R0414,Male,31-35,Bachelor's,>15 yrs,Medium (500-2000),AI/ML Firms,Senior/Managerial,4,4,5,5,4,4,4,5,4,4,5,4,5,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
R0415,Male,36-40,Master's,6-10 yrs,Large (>2000),Software Products,Mid-level,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,2,4,2,2,2,2,3,2,2,3,3,3,2,2,1,1,1,2,1,1,1,1,3,4,2,3,4,4,2,2,2,1,2,2,2,3,2,2
R0416,Male,46+,Bachelor's,>15 yrs,Large (>2000),Software Products,Entry-level,3,4,3,4,4,4,4,4,4,2,4,3,4,5,4,4,3,3,4,3,4,4,3,3,3,4,3,3,3,5,3,3,4,5,4,4,4,4,2,4,4,2,4,4,5,5,5,5,5,5,5,5,5,5
R0417,Female,36-40,Master's,2-5 yrs,Large (>2000),Software Products,Senior/Managerial,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,3,4,4,4,5,5,2,2,2,2,2,1,3,3,4,4,4,4,4,4,5,4
R0418,Male,31-35,Bachelor's,<2 yrs,Medium (500-2000),IT Services/ITES,Senior/Managerial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,4,3,3,3,3,3,4,2,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,2,3,2,3,3,2,3,3,3
R0419,Female,41-45,Bachelor's,>15 yrs,Large (>2000),Digital Enterprises,Leadership,3,3,4,2,3,4,4,3,3,3,4,4,3,4,3,4,4,3,4,4,5,4,4,4,3,5,5,4,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,4,5,5,4,4,5,4,4
R0420,Female,36-40,Master's,2-5 yrs,Large (>2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
R0421,Male,21-25,Bachelor's,6-10 yrs,Large (>2000),Digital Enterprises,Mid-level,4,4,3,4,3,3,4,4,3,3,4,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,3,5,4,4,3,4,3,3,3,3,4,3,1,1,1,3,1,1,4,4,4,4,3,4,4,3,4,4
R0422,Female,21-25,Bachelor's,<2 yrs,Medium (500-2000),Software Products,Entry-level,3,1,2,1,2,2,2,2,2,1,1,2,2,2,3,2,2,3,3,3,3,3,3,4,3,4,4,4,3,3,5,4,4,4,5,4,4,4,5,3,3,4,4,3,4,4,4,3,3,3,4,4,3,4
R0423,Male,41-45,Master's,11-15 yrs,Small (<500),IT Services/ITES,Leadership,3,3,3,2,2,2,2,2,3,3,3,2,3,4,2,3,3,3,5,5,4,4,4,5,4,4,3,4,3,5,3,2,3,3,4,4,2,3,4,4,3,3,4,3,2,2,2,2,2,2,2,2,3,3
R0424,Male,41-45,Master's,<2 yrs,Medium (500-2000),IT Services/ITES,Entry-level,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,4,3,2,2,3,4,5,4,5,5,5,2,3,2,2,2,2,2,3,2,1
R0425,Female,31-35,Master's,>15 yrs,Large (>2000),AI/ML Firms,Mid-level,3,2,2,2,1,1,2,2,3,2,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,5,5,5,3,3,3,2,4,3,1,1,1,1,1,1,1,1,1,1
R0426,Male,31-35,Doctorate,2-5 yrs,Large (>2000),IT Services/ITES,Mid-level,3,3,3,4,2,2,3,2,3,2,4,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,4,3,2,3,2,1,1,1,2,1,1,1,1,1,2
R0427,Male,26-30,Bachelor's,2-5 yrs,Medium (500-2000),AI/ML Firms,Mid-level,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,3,3,3,4,2,3,4,4,5,4,4,4,5,5,5,4
R0428,Female,36-40,Bachelor's,11-15 yrs,Large (>2000),IT Services/ITES,Mid-level,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,3,4,3,4
R0429,Female,31-35,Master's,2-5 yrs,Small (<500),Digital Enterprises,Senior/Managerial,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,3,4,4,4,4,4,4,4,4,3,3,4,1,1,3,1,1,2,2,2,3,4,4,4,4,4,1,2,1,2,2,1,1,2,2,1
R0430,Female,26-30,Bachelor's,2-5 yrs,Large (>2000),AI/ML Firms,Entry-level,4,5,5,4,3,4,4,4,4,5,3,4,4,5,4,4,4,4,5,5,5,5,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,3,4,4,3,2,4,4,4,3,4,4,4,4,4,4,5
R0431,Male,31-35,Master's,6-10 yrs,Medium (500-2000),Digital Enterprises,Senior/Managerial,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,3,4,3,4,3,3,3,3,3,3,3,4,3,4,5,5,3,4,4,4,3,3,3,4,2,3,3,3,3,2,2,2,3,3,2,2
R0432,Female,31-35,Bachelor's,2-5 yrs,Large (>2000),Software Products,Senior/Managerial,4,5,4,4,5,4,4,4,4,4,4,5,3,4,4,3,5,5,3,3,4,3,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,2,2,2,2,2,1,4,4,4,5,5,5,4,5,4,4
R0433,Male,41-45,Master's,2-5 yrs,Medium (500-2000),Software Products,Entry-level,3,2,3,3,2,4,4,3,3,2,3,3,3,3,3,4,3,3,1,1,1,3,1,1,1,2,1,2,2,1,2,3,3,3,2,3,3,3,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,4
R0434,Male,41-45,Master's,<2 yrs,Large (>2000),IT Services/ITES,Entry-level,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,4,3,4,5,4,4,4,5,5,4,4,2,1,2,2,2,2,1,1,1,1,1,2,1,1,4,4,4,4,4,4,3,4,4,3
R0435,Male,26-30,Bachelor's,6-10 yrs,Small (<500),IT Services/ITES,Leadership,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,2,4,3,4,3,3,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
R0436,Female,26-30,Bachelor's,2-5 yrs,Medium (500-2000),AI/ML Firms,Mid-level,3,2,2,2,3,2,2,4,2,2,2,3,3,2,3,2,3,2,2,2,1,2,3,1,3,1,3,2,2,2,5,4,5,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,5,4,3,3,4,4
R0437,Female,26-30,Doctorate,11-15 yrs,Large (>2000),Software Products,Mid-level,3,3,2,3,2,3,2,2,3,2,3,3,4,2,3,3,3,2,4,4,4,4,4,4,3,5,5,4,4,4,1,3,2,3,3,2,3,2,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,3
R0438,Male,21-25,Bachelor's,11-15 yrs,Small (<500),IT Services/ITES,Mid-level,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,3,5,5,4,5,4,5,4,4,4,5,4,4,3,3,3,4,4,3,3,4,1,2,1,1,2,1,4,4,4,3,5,5,4,5,3,4
